text,label
cant take major role community outreach rock mel,ham
urgent trying contact u today draw show prize guaranteed call land line claim j po boxcpm,spam
dunno dad said coming home bring u lunch yup go w u lor call u reach school lor,ham
ok,ham
case guess ill see campus lodge,ham
cool text youre parked,ham
prob send email,ham
hmm ill think ok youre forgiven,ham
im used hope agent dont drop since ive booked thing year whole boston nyc experiment,ham
wait thats still clear sure sarcastic thats x doesnt want live u,ham
good morning princess,ham
fps,ham
computer fried essential part dont keep spare fucking idiot roommate looovvve leaving thing running full ltgt,ham
ok c,ham
really dun bluff leh u sleep early nite,ham
customer service announcement recently tried make delivery unable please call reschedule ref,spam
sent jd customer service cum account executive ur mail id detail contact u,ham
hope great day,ham
dont worry easy ingredient,ham
okie,ham
check wid corect speling ie sarcasm,ham
ya tel wats ur problem,ham
school starting stay whats weather like food social support system like friend school thing important,ham
may call later pls,ham
fwiw reason im around time smoke gas afford around someone tell apparently happens somebody want light,ham
customer place wil cal u sir,ham
hey hunonbus goin meet want go meal donyt feel like cuz get last bus homebut he sweet latelyxxx,ham
cant feel nauseous im pissed didnt eat sweet week cause today planning pig dieting week im hungry,ham
free today haf pick parent tonite,ham
painful word thought happy toughest thing earth,ham
know account detailsi ask mom send youmy mom reach,ham
hi happy birthday hi hi hi hi hi hi hi,ham
come tomorrow di,ham
sound like many talent would like go dinner date next week,ham
yo im right yo work,ham
home watching tv lor,ham
aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh,ham
mum hope great day hoping text meet well full life great day abiola,ham
kkthis month kotees birthday know,ham
want sent ltgt mesages today thats sorry hurt,ham
ok feel like john lennon,ham
yeah probs last night obviously catching speak soon,ham
sir waiting call free please call,ham
sorry cant help,ham
yar tot u knew dis would happen long ago already,ham
meeting da call,ham
lost pound since doc visit last week woot woot im gonna celebrate stuffing face,ham
shall come get pickle,ham
open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,ham
good afternoon love go day woke early online waiting hmmm italian boy online see grin,ham
responding,ham
ok lor im town lei,ham
ok cool see ya,ham
hai priya right doctor said pa,ham
yup song bro creative neva test quality said check review online,ham
call meet,ham
dont forget owns who private property good boy always passionate kiss,ham
package program well,ham
hmmmstill dont opener,ham
im chennai velachery,ham
sound like plan cardiff still still cold im sitting radiator,ham
unbelievable faglord,ham
oh kkwhere take test,ham
ill leave around four ok,ham
also bringing galileo dobby,ham
ha ha nan yalrigu heltiniiyo kothi chikku u shared many thing wit meso far didnt told body even uttered word abt u ur trusting much tell others plz nxt time dont use word meok chikkub,ham
im workin get job,ham
suck ill go u hair youll free right,ham
see half hour,ham
th july,ham
dear take care reaching homelove u lot,ham
u guy never invite anywhere,ham
unique user id removal send stop customer service,spam
yo guy ever figure much need alcohol jay trying figure much safely spend weed,ham
block breaker come deluxe format new feature great graphic tmobile buy replying get bbdeluxe take challenge,spam
see requirement please,ham
costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,spam
ok juz receive,ham
dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,ham
free entry weekly comp send word enter tc wwwtextcompcom cust care,spam
alright hooked guy,ham
princess,ham
k fyi x ride early tomorrow morning he crashing place tonight,ham
get ok,ham
ltgt k oh send home sale,ham
pdatenow double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl,spam
dunno juz askin co got card got salon called hair sense tot da one cut ur hair,ham
love set soul fire spark flame big rawring flame xoxo,ham
trip ok quite tiring lor uni start today ok co im taking module jus concentrating final yr project,ham
wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear,ham
could read love answered,ham
freeringtonereply real,spam
always celebrate ny family,ham
p per min call germany bt line p per min check planettalkinstantcom info t c text stop opt,spam
hm good morning headache anyone,ham
ask g iouri ive told story like ten time already,ham
u nokia plus free digital camera u get u win free auction take part send nokia poboxtcrw,spam
let go bill miller,ham
dont number gonna massive pain as id rather get involved thats possible,ham
somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crush,ham
howz person story,ham
account number,ham
dear relieved westonzoyland going plan end,ham
oh god happy see message day,ham
ok finish,ham
sitting mu waiting everyone get suite take shower,ham
im putting ready lttimegt,ham
min later k,ham
sure whenever show fuck gt,ham
way rencontre meet mountain dont,ham
yeah lol luckily didnt starring role like,ham
e msg jus u said thanks gift,ham
bus way calicut,ham
babe lost,ham
congratulation thanks good friend u xmas prize claim easy call p per minute btnationalrate,spam
oh love soooo good hear omg missed much today im sorry problem provider thank tming,ham
abt making pic bigger,ham
read shame tell take run blame u ever really ever long time,ham
wat time u finish ur lect today,ham
xmas prize draw trying contact u today draw show prize guaranteed call land line valid hr,spam
cant pick phone right pls send message,ham
old orchard near univ,ham
wifehow knew time murder exactly,ham
bring home wendy,ham
theyre lot place hospital medical place safe,ham
appt lttimegt fault u dont listen told u twice,ham
said anything wrong sorry de,ham
mmm yummy babe nice jolt suzy,ham
treasure every moment spend together,ham
private account statement show unredeemed point call identifier code expires,spam
k want u come,ham
u repeat e instruction wats e road name ur house,ham
ur luck love someone ur fortune love one love u,ham
im gonna able late notice ill home week anyway plan,ham
dont message offer,ham
ffffffffff alright way meet sooner,ham
awarded sipix digital camera call landline delivery within day c box mbp yr warranty ppm p p,spam
whats oga left phone home saw ur message hope good great weekend,ham
remind get shall,ham
im ok wif co like try new thing scared u dun like mah co u said loud,ham
solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetable housemaid went post office child went play neighbour went marriage police arrested murderer immediately who reply reason u r brilliant,ham
congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss,spam
ok careful dont text drive,ham
good good job like entrepreneur,ham
submitting da project tmr rite,ham
reading gud habit nan bari hudgi yorge pataistha ertini kano,ham
tell rob mack gf theater,ham
thats cause old live high,ham
come,ham
xy going e lunch,ham
tomorrow going theatre come wherever u call tell come tomorrow,ham
huh cant thk oredi many page,ham
lol busy,ham
get class bsn like ltgt minute know advising,ham
come,ham
im see cant see maybe reboot ym seen buzz,ham
ok stay night xavier sleeping bag im getting tired,ham
great getting worried know wonderful caring person like best life know u r wonderful god love,ham
anyone call treadmill say youll buy make sure working found ad craigslist selling ltgt,ham
ur chance win cash every wk txt play tscs wwwmusictrivianet custcare xpwk,spam
haha okay today weekend leh,ham
want funk ur fone weekly new tone reply tonesu text wwwringtonescouk original n best tone gbp network operator rate apply,spam
squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u,ham
chosen receive award pls call claim number collect award selected receive valued mobile customer,spam
u sick still go shopping,ham
mah b ill pick tomorrow,ham
pick drop carso problem,ham
er,ham
ur chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk,spam
k call ah,ham
yes meet town co go gep home could text bus stop dont worry well finished march ish,ham
yeah dont see,ham
new message please call,spam
bot note oredi co juz rem got,ham
hey go jazz power yoga hip hop kb yogasana,ham
thats one issue california okay snow manageable,ham
someone u know asked dating service contact cant guess call revealed pobox sxy p,spam
ill probably around mu lot,ham
oh godtaken teethis paining,ham
yesim office da,ham
pls give food preferably pap slowly load sugar take hour give water slowly,ham
guaranteed award maybe even cash claim ur award call free legitimat efreefone number wat u think,spam
yup im free,ham
en chikku nange bakra msg kalstiyathen teacoffee,ham
hi email address changed,ham
kkits goodwhen going,ham
put sign choose number pin show right,ham
shall send exe mail id,ham
know friend already told,ham
